beneficiary_id,aadhaar,name,scheme,district,amount,transaction_date,withdrawn,status
B115964,192159080367,Ramesh Patel,PM-KISAN,Ahmedabad,2000,2024-03-29,1,SUCCESS
B115965,214049024924,Amit Joshi,Scholarship,Bhavnagar,3000,2024-06-15,0,SUCCESS
B115966,291186418619,Amit Joshi,PM-KISAN,Surat,5000,2023-06-10,0,FAILED
B115967,544725851455,Mahesh Shah,PM-KISAN,Ahmedabad,5000,2025-07-28,1,SUCCESS
B115968,655415275208,Suresh Patel,PM-KISAN,Vadodara,2000,2023-02-08,1,SUCCESS
B115969,805576619093,Kiran Desai,Scholarship,Surat,1000,2023-11-22,1,SUCCESS
B115970,759805142600,Mahesh Shah,Scholarship,Rajkot,3000,2023-12-20,1,SUCCESS
B115971,382935781651,Ramesh Patel,PM-KISAN,Rajkot,5000,2025-02-16,1,FAILED
B115972,788658113963,Mahesh Shah,PM-KISAN,Bhavnagar,3000,2025-08-28,0,SUCCESS
B115973,277563740169,Suresh Patel,PM-KISAN,Rajkot,2000,2024-08-13,0,FAILED
B115974,156394279697,Ramesh Patel,Pension,Vadodara,2000,2025-07-09,1,SUCCESS
B115975,487572399933,Kiran Desai,Pension,Surat,3000,2024-06-11,0,SUCCESS
B115976,255934864621,Kiran Desai,Scholarship,Surat,2000,2025-03-23,0,SUCCESS
B115977,748087873286,Mahesh Shah,PM-KISAN,Rajkot,3000,2023-03-31,0,FAILED
B115978,357248674234,Kiran Desai,Pension,Bhavnagar,1000,2023-09-07,1,SUCCESS
B115979,852888598541,Amit Joshi,Pension,Surat,1000,2023-03-07,1,FAILED
B115980,366913931043,Ramesh Patel,PM-KISAN,Rajkot,3000,2024-12-31,0,SUCCESS
B115981,604075056182,Suresh Patel,PM-KISAN,Rajkot,5000,2025-06-22,1,FAILED
B115982,975879508331,Amit Joshi,Pension,Surat,2000,2023-12-27,0,FAILED
B115983,897606432942,Amitbhai Joshi,Pension,Surat,5000,2024-10-25,1,SUCCESS
B115984,825435885857,Kiran Desai,Pension,Rajkot,5000,2024-12-07,0,SUCCESS
B115985,182714282775,Ramesh Patel,Pension,Surat,1000,2023-12-20,1,SUCCESS
B115986,884833870579,Ramesh Patel,Scholarship,Surat,2000,2025-06-10,1,FAILED
B115987,442270637146,Mahesh Shah,Pension,Ahmedabad,5000,2024-08-02,1,FAILED
B115988,227223326839,Suresh Patel,PM-KISAN,Vadodara,2000,2023-09-14,0,FAILED
B115989,626958604074,Amit Joshi,Scholarship,Vadodara,3000,2024-12-03,1,FAILED
B115990,706741397716,Kiran Desai,Pension,Ahmedabad,2000,2024-09-22,1,SUCCESS
B115991,377134306707,Kiran Desai,PM-KISAN,Surat,5000,2025-07-02,1,FAILED
B115992,725381662601,Suresh Patel,PM-KISAN,Bhavnagar,3000,2024-10-22,0,SUCCESS
B115993,780723346421,Mahesh S.,Scholarship,Ahmedabad,3000,2025-09-15,0,SUCCESS
B115994,736681304436,Ramesh Patel,PM-KISAN,Vadodara,1000,2023-05-25,0,FAILED
B115995,276557931293,Ramesh Ptl,Scholarship,Vadodara,5000,2023-07-10,0,FAILED
B115996,831453500397,Ramesh Patel,Scholarship,Ahmedabad,5000,2024-07-28,0,FAILED
B115997,990244320803,Suresh Ptl,Scholarship,Vadodara,5000,2024-12-20,0,FAILED
B115998,837940465435,Ramesh Patel,PM-KISAN,Ahmedabad,5000,2023-08-06,0,SUCCESS
B115999,298219236847,Mahesh Shah,Pension,Ahmedabad,2000,2025-04-30,0,SUCCESS
B116000,382116663260,Mahesh Shah,Scholarship,Bhavnagar,2000,2025-07-29,1,FAILED
B116001,920523528549,Suresh Patel,Scholarship,Ahmedabad,3000,2023-02-22,1,FAILED
B116002,179026912700,Kiran Desai,Scholarship,Surat,3000,2023-01-11,1,FAILED
B116003,778795603531,Kiran Desai,PM-KISAN,Ahmedabad,2000,2024-05-18,0,FAILED
B116004,420818626980,Mahesh Shah,Pension,Vadodara,2000,2024-01-27,0,FAILED
B116005,153812709223,Ramesh Patel,Pension,Bhavnagar,2000,2025-01-03,0,SUCCESS
B116006,881101742319,Mahesh Shah,Scholarship,Rajkot,3000,2023-04-29,0,SUCCESS
B116007,949331749779,Suresh Patel,Pension,Rajkot,2000,2023-07-13,1,SUCCESS
B116008,472857283535,Mahesh Shah,PM-KISAN,Vadodara,3000,2023-01-23,1,FAILED
B116009,464635431240,Suresh Patel,Scholarship,Vadodara,3000,2024-01-24,1,FAILED
B116010,807267180869,Kiran Desai,Pension,Vadodara,1000,2024-08-29,0,FAILED
B116011,886245019923,Kiran Desai,Pension,Rajkot,2000,2024-09-18,1,FAILED
B116012,868494034751,Mahesh Shah,Pension,Bhavnagar,3000,2025-07-04,1,SUCCESS
B116013,632436037628,Amit Joshi,Scholarship,Vadodara,2000,2024-11-29,1,FAILED
B116014,442175786111,Amit Joshi,Pension,Vadodara,5000,2024-11-10,0,SUCCESS
B116015,531092287545,Kiran Desai,PM-KISAN,Rajkot,1000,2025-10-12,0,SUCCESS
B116016,562394121079,Kiran Desai,Scholarship,Rajkot,3000,2023-10-22,0,FAILED
B116017,996660154555,Suresh Patel,Scholarship,Rajkot,5000,2024-06-20,1,SUCCESS
B116018,875603613298,Kiran Desai,Pension,Rajkot,3000,2025-12-02,0,SUCCESS
B116019,166959393857,Ramesh Patel,Scholarship,Ahmedabad,2000,2024-11-01,0,FAILED
B116020,473231822150,Amit Joshi,Pension,Ahmedabad,1000,2025-04-17,0,FAILED
B116021,770435308253,Kiran Desai,Pension,Vadodara,1000,2023-04-22,1,SUCCESS
B116022,672811859884,Ramesh Patel,Pension,Surat,3000,2025-12-27,1,SUCCESS
B116023,201058352423,Suresh Patel,Pension,Rajkot,5000,2023-10-29,0,FAILED
B116024,591626509325,Amit Joshi,Pension,Bhavnagar,1000,2023-01-02,1,FAILED
B116025,661184295030,Amit Joshi,Scholarship,Ahmedabad,3000,2023-11-16,1,SUCCESS
B116026,437052219812,Ramesh Patel,Scholarship,Bhavnagar,1000,2025-03-27,0,FAILED
B116027,509262350792,Mahesh Shah,PM-KISAN,Rajkot,1000,2025-03-17,0,FAILED
B116028,872016783510,Suresh Patel,Pension,Rajkot,3000,2025-01-16,0,SUCCESS
B116029,715957670485,Kiran Desai,Scholarship,Ahmedabad,5000,2023-08-03,0,FAILED
B116030,637688248033,Suresh Patel,Scholarship,Vadodara,2000,2023-11-20,0,FAILED
B116031,483074089347,Kiran D.,PM-KISAN,Ahmedabad,1000,2025-04-29,1,FAILED
B116032,928456383535,Amit Joshi,Scholarship,Ahmedabad,3000,2023-03-02,0,SUCCESS
B116033,930606634726,Ramesh Patel,Scholarship,Surat,1000,2023-12-22,0,FAILED
B116034,518603753747,Amit J.,Scholarship,Bhavnagar,3000,2023-02-10,0,FAILED
B116035,538780643787,Amit Joshi,PM-KISAN,Surat,2000,2023-09-29,1,SUCCESS
B116036,714313823884,Amit Joshi,Pension,Ahmedabad,1000,2025-09-18,1,FAILED
B116037,811424434650,Kiran Desai,PM-KISAN,Surat,3000,2024-06-25,1,SUCCESS
B116038,371776063998,Maheshbhai Shah,Scholarship,Rajkot,2000,2023-10-13,0,SUCCESS
B116039,429040732389,Ramesh Patel,Pension,Rajkot,5000,2025-03-26,0,SUCCESS
B116040,382451279761,Mahesh Shah,Pension,Vadodara,1000,2023-10-28,1,FAILED
B116041,755585988459,Suresh Patel,Pension,Rajkot,3000,2025-03-28,0,FAILED
B116042,729691472008,Suresh Patel,Pension,Rajkot,3000,2025-07-21,1,SUCCESS
B116043,853970172514,Suresh Patel,Scholarship,Bhavnagar,3000,2023-09-10,0,FAILED
B116044,707044324329,Kiran Desai,PM-KISAN,Surat,2000,2023-03-15,0,SUCCESS
B116045,825096316942,Kiran Desai,Scholarship,Bhavnagar,5000,2023-05-27,0,FAILED
B116046,459553147288,Ramesh Ptl,PM-KISAN,Rajkot,2000,2025-01-06,0,FAILED
B116047,143427587044,Ramesh Patel,PM-KISAN,Rajkot,5000,2023-03-08,0,FAILED
B116048,615066182140,Suresh Patel,Pension,Surat,5000,2023-09-22,1,SUCCESS
B116049,218136000627,Amit Joshi,PM-KISAN,Ahmedabad,1000,2023-12-08,0,FAILED
B116050,616684050749,Suresh Patel,Pension,Vadodara,2000,2023-04-19,1,SUCCESS
B116051,121738598172,Amit Joshi,Scholarship,Rajkot,5000,2024-12-22,1,FAILED
B116052,415781631121,Kiran D.,Scholarship,Bhavnagar,1000,2024-10-05,1,SUCCESS
B116053,661858971237,Mahesh Shah,PM-KISAN,Surat,5000,2025-12-21,0,SUCCESS
B116054,693736477227,Ramesh Ptl,Scholarship,Ahmedabad,3000,2024-03-12,0,SUCCESS
B116055,748359585378,Ramesh Patel,Pension,Rajkot,2000,2024-06-08,0,SUCCESS
B116056,754720745929,Kiran Desai,Scholarship,Rajkot,1000,2023-01-16,1,FAILED
B116057,816899101686,Kiran Desai,PM-KISAN,Bhavnagar,3000,2024-12-05,1,SUCCESS
B116058,138655042374,Suresh Ptl,Scholarship,Rajkot,5000,2025-07-23,1,SUCCESS
B116059,562858088543,Suresh Patel,Scholarship,Vadodara,3000,2024-10-04,0,FAILED
B116060,568972384017,Ramesh Ptl,Scholarship,Rajkot,3000,2024-10-08,1,SUCCESS
B116061,533563196841,Mahesh Shah,Pension,Bhavnagar,3000,2024-02-02,0,SUCCESS
B116062,674957295400,Kiran Desai,Pension,Ahmedabad,2000,2025-06-05,1,FAILED
B116063,435351345191,Rmsh Patel,Scholarship,Rajkot,3000,2024-05-03,0,SUCCESS
B116064,693728772822,Ramesh Patel,PM-KISAN,Vadodara,3000,2023-04-18,1,SUCCESS
B116065,476290987905,Mahesh Shah,Scholarship,Surat,5000,2024-12-04,0,SUCCESS
B116066,528939701363,Amitbhai Joshi,Pension,Rajkot,1000,2023-12-09,0,FAILED
B116067,522807789869,Ramesh Patel,Pension,Ahmedabad,1000,2023-08-31,0,FAILED
B116068,678146729244,Suresh Patel,Pension,Ahmedabad,5000,2023-06-05,1,FAILED
B116069,331965258840,Kiran Desai,Scholarship,Ahmedabad,2000,2024-06-14,0,SUCCESS
B116070,580706306032,Amit Joshi,PM-KISAN,Bhavnagar,2000,2024-07-13,1,FAILED
B116071,658719888423,Amit Joshi,Scholarship,Ahmedabad,1000,2024-08-02,0,FAILED
B116072,818644646012,Kiran Desai,Pension,Bhavnagar,2000,2024-09-11,0,FAILED
B116073,530203100305,Mahesh Shah,Scholarship,Rajkot,2000,2024-03-08,0,FAILED
B116074,568210488678,Ramesh Patel,Scholarship,Surat,3000,2023-11-23,0,FAILED
B116075,903901902842,Kiran Desai,Pension,Bhavnagar,3000,2023-05-22,1,FAILED
B116076,872319198983,Kiran Desai,Scholarship,Rajkot,1000,2023-03-17,0,FAILED
B116077,422026616552,Suresh Patel,Scholarship,Surat,3000,2024-06-23,1,FAILED
B116078,656443067531,Suresh Patel,PM-KISAN,Rajkot,1000,2025-08-22,1,SUCCESS
B116079,414652788263,Ramesh Patel,PM-KISAN,Vadodara,2000,2024-06-18,0,FAILED
B116080,211523073751,Rmsh Patel,Pension,Vadodara,3000,2024-03-18,1,FAILED
B116081,829523920947,Ramesh Patel,Pension,Vadodara,5000,2025-10-15,0,FAILED
B116082,889933841713,Ramesh Ptl,PM-KISAN,Vadodara,5000,2024-10-28,0,SUCCESS
B116083,384546250913,Kiranben Desai,PM-KISAN,Ahmedabad,5000,2023-04-02,0,FAILED
B116084,903696487229,Suresh Patel,Pension,Bhavnagar,1000,2024-11-18,1,SUCCESS
B116085,766227059812,Mahesh Shah,Pension,Vadodara,5000,2023-07-08,1,SUCCESS
B116086,681919796836,Amit Joshi,Scholarship,Vadodara,2000,2023-07-23,1,SUCCESS
B116087,468290257071,Amit Joshi,Pension,Surat,2000,2025-04-10,0,SUCCESS
B116088,267360730148,Amit Joshi,Pension,Bhavnagar,2000,2023-12-18,1,FAILED
B116089,167729126664,Amit Joshi,Scholarship,Rajkot,2000,2023-02-11,0,SUCCESS
B116090,760456971317,Suresh Patel,Scholarship,Bhavnagar,3000,2025-02-12,1,SUCCESS
B116091,143242357362,Mahesh Shah,PM-KISAN,Ahmedabad,5000,2023-11-25,1,SUCCESS
B116092,656563313923,Amit Joshi,PM-KISAN,Vadodara,5000,2024-03-19,0,SUCCESS
B116093,369506465370,Suresh Patel,PM-KISAN,Ahmedabad,1000,2024-01-01,1,FAILED
B116094,427985852663,Kiran D.,PM-KISAN,Rajkot,3000,2025-09-21,0,SUCCESS
B116095,520570023669,Suresh Patel,PM-KISAN,Bhavnagar,5000,2025-09-25,1,SUCCESS
B116096,165102816033,Suresh Patel,Scholarship,Bhavnagar,1000,2024-09-05,1,SUCCESS
B116097,707224585911,Mahesh Shah,Pension,Rajkot,1000,2024-11-11,0,FAILED
B116098,359457898433,Ramesh Patel,Scholarship,Bhavnagar,5000,2025-04-10,1,SUCCESS
B116099,182313789786,Kiran D.,Pension,Ahmedabad,5000,2025-12-07,0,FAILED
B116100,213177091137,Kiran Desai,Scholarship,Surat,2000,2023-06-20,0,SUCCESS
B116101,269587223663,Kiran Desai,PM-KISAN,Surat,5000,2025-10-19,1,SUCCESS
B116102,191339648493,Mahesh Shah,Scholarship,Ahmedabad,3000,2025-05-05,1,SUCCESS
B116103,346110044176,Mahesh Shah,Pension,Vadodara,1000,2023-10-16,0,SUCCESS
B116104,262649275678,Amit Joshi,Scholarship,Surat,3000,2023-01-25,1,SUCCESS
B116105,242047481585,Mahesh Shah,Pension,Surat,1000,2023-10-09,0,SUCCESS
B116106,827197766289,Mahesh Shah,Pension,Ahmedabad,3000,2025-07-31,1,FAILED
B116107,110794043604,Kiran Desai,Pension,Ahmedabad,1000,2025-10-10,1,FAILED
B116108,515494606877,Ramesh Patel,Pension,Vadodara,5000,2025-09-28,1,SUCCESS
B116109,573726875637,Mahesh Shah,Pension,Bhavnagar,3000,2023-09-05,1,FAILED
B116110,223315729876,Suresh Patel,Pension,Bhavnagar,1000,2024-11-30,1,FAILED
B116111,875578148377,Mahesh Shah,Scholarship,Ahmedabad,3000,2025-06-12,1,SUCCESS
B116112,435337392874,Amit Joshi,PM-KISAN,Bhavnagar,3000,2023-07-27,0,FAILED
B116113,104489687092,Amit J.,PM-KISAN,Rajkot,1000,2023-11-10,0,SUCCESS
B116114,994927963026,Amit Joshi,PM-KISAN,Bhavnagar,5000,2025-07-05,0,FAILED
B116115,193862761457,Mahesh S.,PM-KISAN,Bhavnagar,5000,2023-12-14,0,FAILED
B116116,224410990403,Ramesh Patel,Pension,Ahmedabad,2000,2023-04-27,1,SUCCESS
B116117,783323080468,Kiran Desai,Scholarship,Ahmedabad,2000,2025-04-24,1,FAILED
B116118,302782395567,Suresh Patel,PM-KISAN,Ahmedabad,1000,2025-09-02,1,FAILED
B116119,402793209721,Amit Joshi,Scholarship,Surat,1000,2024-05-22,0,FAILED
B116120,227384691785,Ramesh Patel,Scholarship,Surat,5000,2025-04-09,0,FAILED
B116121,332473443047,Mahesh Shah,PM-KISAN,Bhavnagar,2000,2024-11-01,1,SUCCESS
B116122,378656152639,Suresh Patel,PM-KISAN,Ahmedabad,2000,2023-09-01,0,SUCCESS
B116123,363773094933,Amit Joshi,Scholarship,Bhavnagar,3000,2025-07-02,1,SUCCESS
B116124,473615162928,Ramesh Patel,Pension,Bhavnagar,1000,2023-09-19,0,SUCCESS
B116125,110524489705,Amit Joshi,Pension,Ahmedabad,2000,2024-03-16,1,FAILED
B116126,228944008902,Maheshbhai Shah,PM-KISAN,Vadodara,1000,2025-05-04,0,SUCCESS
B116127,949821539235,Amit Joshi,PM-KISAN,Rajkot,2000,2023-07-06,0,SUCCESS
B116128,431001572153,Suresh Patel,PM-KISAN,Vadodara,2000,2023-07-12,0,SUCCESS
B116129,347744576823,Mahesh Shah,Scholarship,Vadodara,2000,2025-07-14,0,SUCCESS
B116130,260709932450,Amit Joshi,Scholarship,Rajkot,1000,2024-09-01,0,FAILED
B116131,353930944963,Amit Joshi,Pension,Rajkot,5000,2024-03-27,0,FAILED
B116132,308012346559,Mahesh Shah,PM-KISAN,Vadodara,3000,2025-12-02,0,SUCCESS
B116133,434647828673,Mahesh Shah,PM-KISAN,Vadodara,1000,2024-08-18,0,FAILED
B116134,273380118411,Ramesh Patel,PM-KISAN,Bhavnagar,5000,2025-08-27,0,FAILED
B116135,334807627343,Mahesh Shah,Pension,Vadodara,1000,2024-03-03,0,FAILED
B116136,333944035471,Amit Joshi,Pension,Ahmedabad,5000,2024-04-12,1,SUCCESS
B116137,461692960332,Mahesh Shah,Scholarship,Ahmedabad,5000,2025-05-01,0,SUCCESS
B116138,735280562833,Ramesh Patel,PM-KISAN,Ahmedabad,1000,2023-08-14,1,SUCCESS
B116139,411656900830,Kiran Desai,PM-KISAN,Bhavnagar,5000,2024-03-01,1,SUCCESS
B116140,132137158648,Ramesh Patel,PM-KISAN,Surat,5000,2024-05-08,1,FAILED
B116141,787126619365,Amit Joshi,PM-KISAN,Vadodara,1000,2024-06-04,1,FAILED
B116142,420473584322,Sureshbhai Patel,Scholarship,Bhavnagar,5000,2023-06-18,1,SUCCESS
B116143,837701494944,Mahesh Shah,Pension,Vadodara,1000,2024-11-18,0,SUCCESS
B116144,113684910354,Mahesh Shah,Pension,Bhavnagar,3000,2024-04-24,1,SUCCESS
B116145,202907641414,Mahesh Shah,PM-KISAN,Bhavnagar,1000,2025-11-08,1,FAILED
B116146,913225894844,Mahesh Shah,PM-KISAN,Ahmedabad,1000,2024-06-27,0,SUCCESS
B116147,768372492178,Ramesh Patel,Pension,Bhavnagar,3000,2025-05-17,1,SUCCESS
B116148,756147550908,Amit J.,PM-KISAN,Ahmedabad,2000,2024-03-16,0,SUCCESS
B116149,891444803548,Ramesh Patel,PM-KISAN,Vadodara,3000,2023-04-21,0,SUCCESS
B116150,861113219143,Ramesh Patel,Pension,Surat,3000,2024-09-03,0,SUCCESS
B116151,919367861167,Rameshbhai Patel,PM-KISAN,Surat,5000,2023-01-05,0,FAILED
B116152,763591969962,Amit J.,Pension,Vadodara,3000,2025-04-13,0,SUCCESS
B116153,169880049091,Amit Joshi,PM-KISAN,Vadodara,1000,2024-01-20,0,SUCCESS
B116154,914680742418,Amit J.,PM-KISAN,Bhavnagar,3000,2024-01-31,1,SUCCESS
B116155,754811619902,Mahesh Shah,Scholarship,Vadodara,5000,2023-05-16,1,FAILED
B116156,688736169639,Mahesh Shah,Pension,Ahmedabad,1000,2023-01-01,0,SUCCESS
B116157,399586250873,Maheshbhai Shah,Pension,Ahmedabad,2000,2024-02-14,0,FAILED
B116158,875085914201,Suresh Patel,Scholarship,Vadodara,3000,2023-08-26,0,FAILED
B116159,322071667358,Kiran Desai,Scholarship,Bhavnagar,2000,2025-07-16,1,SUCCESS
B116160,834182231340,Mahesh Shah,PM-KISAN,Vadodara,5000,2024-11-14,0,FAILED
B116161,375673281755,Mahesh Shah,Pension,Vadodara,1000,2025-12-02,0,FAILED
B116162,416875146618,Kiran Desai,Scholarship,Vadodara,1000,2023-07-09,0,FAILED
B116163,338263784702,Kiran Desai,PM-KISAN,Bhavnagar,3000,2025-12-09,0,FAILED
B116164,394417462316,Kiranben Desai,Scholarship,Ahmedabad,1000,2024-07-17,1,FAILED
B116165,265235893646,Amit J.,PM-KISAN,Bhavnagar,5000,2024-06-08,0,SUCCESS
B116166,787528134979,Suresh Patel,Scholarship,Ahmedabad,2000,2023-10-13,1,FAILED
B116167,981319628051,Mahesh Shah,PM-KISAN,Bhavnagar,2000,2023-02-26,0,SUCCESS
B116168,967108361931,Amit Joshi,Pension,Rajkot,3000,2025-12-17,1,FAILED
B116169,411093306443,Mahesh Shah,Scholarship,Ahmedabad,1000,2024-05-04,0,FAILED
B116170,309023624530,Ramesh Patel,PM-KISAN,Vadodara,5000,2023-12-28,1,FAILED
B116171,493125277583,Mahesh Shah,Scholarship,Rajkot,5000,2025-06-23,1,FAILED
B116172,294078921815,Suresh Ptl,Scholarship,Rajkot,3000,2024-06-28,1,FAILED
B116173,635987056863,Ramesh Patel,Pension,Bhavnagar,2000,2023-04-29,0,SUCCESS
B116174,865319428435,Kiran Desai,Scholarship,Surat,3000,2023-09-26,1,SUCCESS
B116175,889563802914,Suresh Patel,Scholarship,Vadodara,5000,2024-08-26,1,SUCCESS
B116176,230255854348,Ramesh Patel,Pension,Vadodara,3000,2024-05-08,1,FAILED
B116177,464653653255,Amit Joshi,PM-KISAN,Rajkot,3000,2024-03-30,1,FAILED
B116178,863154857677,Maheshbhai Shah,Scholarship,Rajkot,2000,2023-02-12,0,FAILED
B116179,826696047719,Amit Joshi,Pension,Ahmedabad,1000,2024-04-08,0,SUCCESS
B116180,836505573297,Suresh Patel,PM-KISAN,Bhavnagar,1000,2023-02-06,0,SUCCESS
B116181,315927988335,Ramesh Patel,Scholarship,Bhavnagar,3000,2023-10-05,0,FAILED
B116182,707550763650,Amit Joshi,Pension,Ahmedabad,1000,2025-11-08,1,SUCCESS
B116183,739945449034,Suresh Patel,PM-KISAN,Surat,2000,2023-05-04,1,FAILED
B116184,369549554281,Kiran Desai,PM-KISAN,Vadodara,5000,2025-03-18,1,SUCCESS
B116185,105113103442,Ramesh Patel,PM-KISAN,Surat,5000,2024-05-17,1,SUCCESS
B116186,296939920977,Kiran Desai,Scholarship,Rajkot,2000,2024-06-06,1,FAILED
B116187,244654299529,Kiran D.,Pension,Rajkot,2000,2025-08-22,1,SUCCESS
B116188,325837335230,Mahesh S.,PM-KISAN,Ahmedabad,1000,2024-03-05,0,FAILED
B116189,858312162063,Mahesh Shah,PM-KISAN,Bhavnagar,1000,2023-10-07,0,FAILED
B116190,978766282816,Kiranben Desai,Pension,Vadodara,5000,2025-11-23,0,FAILED
B116191,361321756233,Amit Joshi,Scholarship,Bhavnagar,2000,2025-10-21,1,SUCCESS
B116192,182128444922,Ramesh Patel,Pension,Ahmedabad,1000,2025-10-16,1,FAILED
B116193,433611845329,Maheshbhai Shah,Scholarship,Vadodara,1000,2025-04-02,0,SUCCESS
B116194,761670519415,Kiran Desai,Pension,Vadodara,2000,2025-07-14,0,SUCCESS
B116195,745404202749,Kiran D.,Scholarship,Vadodara,3000,2025-12-16,0,SUCCESS
B116196,749314691853,Ramesh Patel,Scholarship,Ahmedabad,5000,2025-05-10,0,SUCCESS
B116197,940633826367,Suresh Patel,PM-KISAN,Vadodara,3000,2025-10-21,0,SUCCESS
B116198,492490216199,Amit Joshi,Pension,Ahmedabad,2000,2024-05-21,1,SUCCESS
B116199,502157399410,Mahesh Shah,Scholarship,Bhavnagar,5000,2025-02-11,1,FAILED
B116200,297616242055,Suresh Patel,PM-KISAN,Bhavnagar,1000,2025-03-26,1,FAILED
B116201,629537160616,Amit J.,Scholarship,Surat,1000,2024-01-27,1,SUCCESS
B116202,276034286794,Amitbhai Joshi,PM-KISAN,Ahmedabad,1000,2025-08-12,1,SUCCESS
B116203,907014957845,Ramesh Patel,Pension,Vadodara,1000,2023-03-20,0,SUCCESS
B116204,803042851875,Suresh Ptl,Pension,Rajkot,1000,2024-03-17,1,SUCCESS
B116205,269199397957,Kiran Desai,PM-KISAN,Surat,1000,2023-06-17,1,SUCCESS
B116206,261421869292,Kiranben Desai,Pension,Rajkot,5000,2023-09-24,0,SUCCESS
B116207,829494236178,Amit Joshi,PM-KISAN,Rajkot,1000,2025-12-07,0,SUCCESS
B116208,576117167002,Mahesh Shah,PM-KISAN,Bhavnagar,2000,2023-10-29,0,SUCCESS
B116209,327347000343,Mahesh Shah,Scholarship,Surat,3000,2025-09-14,0,FAILED
B116210,643426174530,Amit Joshi,Pension,Bhavnagar,2000,2023-11-01,1,FAILED
B116211,589158506498,Kiran Desai,Scholarship,Bhavnagar,3000,2024-05-19,0,SUCCESS
B116212,722739927951,Amit Joshi,PM-KISAN,Bhavnagar,2000,2023-05-03,0,FAILED
B116213,792813465503,Kiran Desai,Scholarship,Ahmedabad,3000,2025-05-05,0,FAILED
B116214,640848653856,Amitbhai Joshi,PM-KISAN,Ahmedabad,2000,2023-02-12,0,SUCCESS
B116215,645617369127,Amit Joshi,Scholarship,Ahmedabad,5000,2025-03-19,0,SUCCESS
B116216,540695623138,Mahesh Shah,Scholarship,Surat,2000,2023-04-09,0,FAILED
B116217,532336427837,Amit J.,Pension,Ahmedabad,3000,2024-04-02,1,FAILED
B116218,349238903849,Suresh Patel,PM-KISAN,Ahmedabad,1000,2024-02-25,0,SUCCESS
B116219,149819606022,Suresh Patel,PM-KISAN,Surat,3000,2023-04-02,1,SUCCESS
B116220,587361318899,Mahesh Shah,Scholarship,Bhavnagar,2000,2025-10-09,0,SUCCESS
B116221,601849175458,Suresh Patel,PM-KISAN,Surat,5000,2023-03-27,0,SUCCESS
B116222,408881766571,Rmsh Patel,PM-KISAN,Bhavnagar,2000,2025-04-20,0,FAILED
B116223,432288790902,Amit Joshi,PM-KISAN,Rajkot,3000,2023-06-29,1,FAILED
B116224,343496314442,Mahesh Shah,PM-KISAN,Ahmedabad,1000,2023-02-01,0,SUCCESS
B116225,681586273230,Ramesh Patel,Scholarship,Rajkot,1000,2024-10-01,1,FAILED
B116226,759105518734,Suresh Patel,PM-KISAN,Bhavnagar,3000,2024-01-23,1,SUCCESS
B116227,951830955444,Rmsh Patel,PM-KISAN,Ahmedabad,2000,2025-08-16,0,FAILED
B116228,708339380833,Amit Joshi,Pension,Bhavnagar,1000,2025-04-28,1,FAILED
B116229,644534168674,Kiran Desai,Scholarship,Vadodara,2000,2023-06-09,1,FAILED
B116230,500035190945,Amit Joshi,PM-KISAN,Vadodara,2000,2025-06-03,0,SUCCESS
B116231,838280793797,Kiran Desai,Pension,Surat,2000,2025-06-24,0,SUCCESS
B116232,792815725840,Rameshbhai Patel,Scholarship,Ahmedabad,3000,2024-07-08,1,FAILED
B116233,924450450404,Ramesh Patel,PM-KISAN,Bhavnagar,1000,2023-02-17,1,FAILED
B116234,278243964523,Mahesh Shah,PM-KISAN,Rajkot,2000,2025-02-18,0,SUCCESS
B116235,439985113901,Suresh Patel,PM-KISAN,Bhavnagar,5000,2023-08-23,0,SUCCESS
B116236,373676323843,Ramesh Patel,PM-KISAN,Bhavnagar,3000,2024-12-06,1,FAILED
B116237,440630942492,Suresh Patel,Scholarship,Ahmedabad,3000,2024-08-31,0,SUCCESS
B116238,506806728916,Kiran Desai,PM-KISAN,Vadodara,1000,2023-12-01,0,SUCCESS
B116239,431838100169,Kiran Desai,Scholarship,Surat,5000,2024-03-26,0,FAILED
B116240,298592825831,Mahesh Shah,Pension,Vadodara,5000,2023-06-22,1,FAILED
B116241,274983920749,Amit Joshi,Pension,Rajkot,5000,2024-03-25,0,SUCCESS
B116242,548488847520,Maheshbhai Shah,Pension,Rajkot,3000,2024-09-21,1,FAILED
B116243,593994578606,Mahesh Shah,PM-KISAN,Vadodara,1000,2024-12-07,0,FAILED
B116244,207447323669,Ramesh Ptl,Pension,Vadodara,1000,2025-03-23,1,FAILED
B116245,431899404561,Ramesh Patel,Scholarship,Ahmedabad,5000,2025-01-30,0,SUCCESS
B116246,637455796495,Mahesh Shah,Pension,Vadodara,2000,2024-02-07,0,SUCCESS
B116247,111148486110,Ramesh Patel,PM-KISAN,Rajkot,3000,2023-02-04,1,SUCCESS
B116248,964553137809,Mahesh Shah,Pension,Ahmedabad,5000,2025-05-14,1,SUCCESS
B116249,656492445196,Ramesh Ptl,Scholarship,Bhavnagar,2000,2024-03-18,0,FAILED
B116250,635821882369,Suresh Ptl,PM-KISAN,Surat,5000,2024-12-09,0,SUCCESS
B116251,492658673095,Ramesh Patel,Scholarship,Surat,2000,2023-09-20,0,SUCCESS
B116252,354923980635,Suresh Ptl,PM-KISAN,Bhavnagar,3000,2023-07-17,1,FAILED
